0,1,2,3,4,5,6,7,8,9
3598.3569711188925,3972.8832132615144,3717.614074718066,3830.7728740729926,3503.582706208572,3853.302199711863,3606.369744071316,3778.2998006061816,3522.8993042645634,3811.7169086329936
2229.638564209291,1910.1042009322398,2573.030002220077,2577.018373341977,2381.3610868808714,2493.615089230627,2296.353227871877,2499.0751431108847,2270.82517399305,2391.270999321874
630.8713612510844,601.6935944318657,638.1330944465577,727.8641970429027,837.6511881136603,834.0516819872795,661.0898026562568,589.9502231483061,631.7926838742553,611.810258735836
2655.4310520529034,2417.8930703105743,2521.0071673331117,2475.2211886203227,2517.0126378576624,2346.9855098681755,2605.16320268804,2435.751667284496,2385.3844515166074,2279.942042387693
2774.202368951268,2815.0764603080324,2192.378541364131,2778.2491685819323,2838.9025443197725,3096.0772664088904,2896.3468298913863,2509.6253595265716,2641.2879047832566,2692.6108840577217
1501.1302278215483,1747.0529677225059,1552.2472927449926,2012.2310340367271,1315.7471606442502,1457.5055340715603,1474.760875513868,1613.7512607839985,1385.465614928517,1182.448030564172
2281.986491871762,1959.8602934260375,2415.424391726737,2456.599212252565,2187.2749754517954,2434.6223511371436,1953.205296489978,2147.663257381334,1775.3554543211253,1937.10182891457
1722.9281851091457,1341.1912750660354,1456.5750012474143,1427.0323960790831,1826.2439282297264,1959.806075277315,1787.1046876509017,2067.544043266189,1506.0940688703063,2017.419125167158
2391.6170282217495,2536.303570137301,2588.7747169873974,2491.5967421523983,2463.491293644016,2178.3091047420644,2201.785822691357,2633.6952223223193,2784.950089701857,2044.5505450020603
2666.2044201962835,1879.3040569795508,2209.521349315443,2305.807635535998,1665.099119812577,1363.7870461389302,2238.3345800662987,1744.1280893684702,2149.961408683139,1855.8562998006873
3059.413872291577,3142.9710355499237,2714.111965202993,2914.5864172162983,3220.596562476676,2568.9429619370912,2868.406328954986,2589.2539413912664,3307.576484800255,3544.0840193708073
1240.469938054406,1708.9655921095757,1264.9077412728288,1217.513552812015,1348.4596796629469,1117.52805001952,1259.7175357940703,1022.4154191180152,1153.243514429893,1248.4058241019916
1432.0754998295483,1543.5326527083603,1260.4656013556298,1685.5416311807012,1610.0519947093853,1584.8316994577667,1358.2196573963197,1665.403285694224,1693.6012434117506,1516.0169961268666
461.610797487164,480.9078222185149,440.05565190682296,420.77787273721253,365.98075978268406,453.84240958715935,526.6382936473481,483.43404863794285,525.1207317794267,506.35513867937294
531.454758776839,679.7206745637488,838.565298595548,696.7550807011396,826.8008006468262,712.2745129774894,878.1914314464669,618.0996791882942,690.2381812567097,1036.71659779737
2599.439096587352,2713.1375750684474,2594.9934510844005,2497.748231785861,2654.0701864816824,2551.0660445848184,2316.261606699906,2967.8397300010406,3257.7132142363052,3081.316588280454
416.41891284390096,453.0299191942916,448.734051071925,430.65163500870506,479.16714063557663,483.1699735270507,543.2146893796679,535.6863142832294,420.3100599428214,385.1286515581646
2444.945843751505,2468.760455505818,2311.7824725780997,2891.153201752083,2458.120398464528,2604.9423100551535,2622.9215608184704,2505.546156990812,2507.379863487976,2580.6689546047987
2037.799883887406,2047.2925805009334,2128.7113025241415,2144.1058141636927,1843.2547653944898,1811.4939732814944,2126.724379965219,1859.5810427479341,1865.5139045246628,1970.3163901577789
2694.296501564434,2645.5572026514483,2678.5224677418482,3467.3604239286014,2931.9381351900456,2819.699445537021,2867.8844552045625,2773.2900568288937,3741.2488359258477,3693.3577671386547
2289.458718787747,2097.4713772362215,2335.7901298399447,2203.19912789089,2143.150219726193,2177.1215475923827,2070.004995447076,2230.307016164866,2152.947778343655,2166.9843160865075
2391.869172368778,2425.2409397837077,2466.6953197863522,2503.6265189442724,2584.795057411423,2933.581295604335,2645.6718783084584,2633.6817977951214,2608.7079186918554,2274.7138906279497
2939.852868263085,3094.012179371499,2930.886027468141,2901.324257712394,2686.548241345981,2623.333728573325,2876.0619421664956,2948.032595808626,2930.415744263554,2816.6355864648385
3065.43109135051,2927.103687806319,3283.7832340775885,2549.7787619281926,3188.414502888247,2777.485957434442,3340.8938706501513,2920.58114228615,3018.0447677309667,2624.996317621715
1573.4706501160517,1683.4817052025571,2073.0416909576543,1953.3893788360297,1988.4060682408997,1891.004230770965,2309.9712749217115,2252.7623692401003,2413.495047796263,2267.629554545212
1341.4054963050648,1499.471408191123,1541.7358806380003,1470.19382816448,1579.6941764855214,1556.5642384370303,1485.3172997606198,1600.3823368345502,1440.586986978188,1350.7468006473148
3530.865865099273,3389.952274820066,3549.2243125500554,3377.1549323117565,3582.7742151215216,3388.147765631883,3379.5181957653976,3476.990248774114,3653.918962960939,3370.7016874556134
2966.219069684215,2925.2355402582925,2816.875445401069,3088.27139643966,2909.73836093879,3097.130645675129,2644.5541369867105,2560.119003655408,3033.186921801994,2858.446702223472
3599.337880617546,3613.970010310095,3611.034254096462,3606.243833378095,3488.8741533106513,3515.116772870365,3465.6433379131786,3519.8047231388446,3727.8143718470233,3750.508986159626
3109.407840107515,3213.4713636504284,3242.278121632742,3248.70639747643,3275.9773171519355,2921.8748770232114,2983.0584449437993,2893.8350700974647,2914.363782334074,3267.537469971123
1920.3765585872216,1906.008908911276,1972.7422616142605,1928.7974229422975,1971.9204356372566,1968.9749907019263,1965.0379062258496,2007.4788608406338,1993.2430670742524,2109.0182197996533
3638.009536340504,3550.290022596025,3636.056079562423,3337.9782044635467,3544.6070626002397,3614.813639698736,3233.5766961339787,3182.602108888186,2955.305984763233,3069.74269870142
1762.872973983379,2071.4951806853255,2335.888488816081,2024.8130781267294,2184.594456211573,2097.001047629503,2068.2102482382397,2271.707067014943,1908.4606125288876,1723.5802814584856
2454.533413522109,2701.055324307952,2674.548238605521,2653.9728696880284,2687.700056389587,2540.7173820110474,2651.080031683643,2795.519429783397,2559.543171523569,2436.9947873014976
1502.8685801548377,1433.5663834147279,1700.446865652074,2152.945535758666,2239.7300707630684,2013.7038930586014,1858.0144715360702,1754.180137290657,1720.6459942338056,1499.76120100922
257.72643413039873,298.83029247077695,277.0818807317152,292.4241090780672,271.76508724373855,257.68552131305984,322.7768422472735,355.412119441133,332.2106373785935,312.7828626358111
2305.5460306357654,1985.1963061416668,1942.2212792691062,1929.7181391084637,1933.6069869703633,1883.329345938696,2211.0082596944844,1917.3894511184349,2132.1405932648486,2127.3244081526723
626.3358184918684,473.0520557563939,751.2061264811989,491.7192434373835,473.2672592076195,580.3897901330896,664.5953694348598,731.7117655031592,613.358880099684,659.9336598634237
2480.197764548666,2008.5749993757863,1995.3323050282615,1941.4610409841598,2008.3106049159437,2686.4658126405784,2758.6105189643245,2525.457187413516,2646.4388105775315,1781.2610032619818
2775.632648584634,2811.4715676657224,2976.814767630982,2788.8174341075155,2898.7890803373984,2776.8785580148306,2755.217778336387,2775.4459793081933,2832.358041905063,2556.458022049371
2764.559150264567,2775.784819216943,2774.336100528114,2790.7128941651845,2782.6209763933875,2797.561371034806,2801.9870467114724,2785.667638452318,2727.691717480153,2778.4612583790413
2759.1870511369143,2848.725785062051,2760.0088465816443,2845.0998897251097,3086.0190546458125,2620.8899472211224,2728.290023716345,2686.4379421976005,2784.3304965507605,2854.6928933101344
2791.5570372831903,2530.625080150059,2813.874338146218,2829.984706902338,2631.990834639795,2617.676933759749,2807.5986004257293,2730.9402900496766,2656.327093537396,2755.0902297042107
2987.0585062196224,3170.8259762141843,2859.602780132557,3071.5508656797247,3368.540373767809,2993.8488076775657,3089.471093631256,3270.4593672731235,2277.3056225643477,1771.2204740817854
400.85398569817187,428.33946346994696,423.6903334380471,445.0063763652087,392.0616506551221,388.98352129185196,398.5148868616987,619.3727517638983,522.5202030265625,508.2466763992544
2677.195737276156,2545.2678986496326,2522.867619753953,2582.487037161754,2668.3291242881323,2958.881953434759,2945.25866575761,2971.985460770488,2943.0654715902624,4190.235029809091
2683.895686976739,2675.0523993707716,2682.1821266109737,2554.5090231068384,2512.3121037849814,2482.6738615740564,2588.332957386623,2289.740833652504,2171.4387754807594,1732.5617684748481
3052.7013886366053,3060.249409212758,3185.731868359477,3069.5367080571796,3048.0241959683594,3148.12351446606,3106.7160269236633,3242.2632946538906,3158.721094661626,3463.211138718253
2236.976450724449,1985.5184646341518,1790.7509145210292,1720.1523813621914,2360.129994535228,2109.023381420336,2013.4842722705293,2086.464477162377,2603.4215035539614,2958.6467507581015
2507.4215388710472,2361.71136664778,2399.1702571095134,2421.7078761707508,2694.6616620795726,2778.6516895688264,2810.5503454136606,3061.4869487046485,3130.342495644593,2957.5630997186445
2521.1182310554095,2369.2774328931214,2443.212245794779,2205.000484361236,2410.752511424454,2365.260852320977,2146.295241014058,2291.9120965930397,2111.858294314411,2071.2795146599165
2521.1182310554095,2369.2774328931214,2443.212245794779,2205.000484361236,2410.752511424454,2365.260852320977,2146.295241014058,2291.9120965930397,2111.858294314411,2071.2795146599165
1326.9589254647822,1584.3592840287831,1706.3463673768367,1702.4179967984053,1288.0364777589316,1364.0803575613181,1612.9359545501018,2045.2710779074864,1834.2931447130534,1795.0114413536103
2414.9369995443303,3037.438968888793,2909.2509690228762,2866.9582026144226,2809.213118105524,2753.854908040377,2703.732579859122,2736.969793174338,2719.927253484378,2833.9813810552396
1831.9792218821035,1840.1694839189893,2080.222413975874,2001.976752270923,2072.491143716088,2197.1855304345227,2206.5166940983054,1850.8133437648894,1319.4704460039197,2684.8985750164875
2753.9425260698877,2755.635574067788,2592.076427362188,2887.226783069536,2811.410777944323,2646.327704818602,2631.21721751544,2534.1467867496576,2462.8684611965105,2483.614698626535
2190.552430419747,2154.4902957973186,2136.588521991343,2464.234938047148,2376.087566145842,2506.9102119621975,2182.3324292299194,2424.128366998156,2710.3363064673717,2446.586453745335
1354.654924579713,1382.0794734474753,1299.7353448504432,1409.499465942164,1346.7176168339122,1329.4675391092665,1334.1698523293508,1346.5403656616854,1341.538860076748,1306.4799101069823
2543.400080834515,2249.8355200493106,2266.7854557788605,2374.375602062524,2139.068937313288,2376.7391595775025,2523.3371673839474,2215.247511181746,1808.6809148108555,2003.368003036729
2472.0202385267376,2470.1311969959647,2333.1639327759076,2429.3011135089873,2623.5572855957735,2650.6013014738483,2886.2700220159218,3169.8448462569286,2641.4751051197254,3062.596902589152
1749.6330291282443,2064.49757052174,2315.2948587409173,2184.629906839942,2070.8073187044265,2409.5619565917923,2681.9762476070327,3493.685587177241,2172.041144238655,1401.5505210534734
2379.687176166548,1999.5338701700523,2361.657462105808,2582.8462127943685,2478.0557557474567,2431.6132005639474,2135.7829568421275,2070.3561731981986,2067.456453336972,2543.3082417923715
1937.8404753065715,1906.3049801382856,1975.9176258567006,1873.8310040959232,1655.492621314465,1635.062491820484,1796.292389366578,1907.1931313168893,1606.3783930779048,1600.3909041133757
2258.037758442634,2207.672783060089,2102.835733481928,2388.686045518555,2645.8672468096647,2783.4948459401357,2453.2260666225056,2425.3315799008024,1994.545239225315,2346.1578292935956
2221.147358699149,2380.4748226333604,2157.3634165585972,2345.6045359495574,2373.2719910366854,2336.8493651426306,2274.413913387899,2198.1250454045407,2194.366792688247,2137.460221439709
2794.744563749392,2998.5204891851713,2801.257386890747,2951.2726999143856,2833.439409890506,2817.372964815335,2650.370735074226,2816.347063785186,2711.311822412781,3111.58184494865
2756.601401428664,2632.8782252290575,2772.999664109844,2767.6742941544917,2638.8918599971767,2977.678662925974,2691.3008188399804,2513.276448553288,1551.272734728234,1264.2599060715197
1042.4991330527214,1095.7285406072372,1039.5398637212197,976.589645928743,968.1680845750252,894.3560020274977,820.8905867314579,978.787529783976,999.7479655817247,1754.9977235792785
2287.3970181913505,2362.6920530075586,2212.30429373223,2347.0730383371288,2242.5601271417586,2246.225979259275,2321.304605369437,2246.3462630215267,2197.454805499314,2398.3714862311344
360.97999410878145,387.86872119400516,390.53831351476214,400.4503647580948,497.7249331533082,436.87306112816896,403.31393795746783,399.8624003883485,386.3499875085282,406.00155462683176
623.2131321643127,607.7857879631978,604.447567220094,663.7734354041351,649.2534129093198,649.7719188525481,625.331562989136,538.4864309152681,485.08553671775843,545.2976907124585
1907.447126286971,1644.7915161634317,1665.8671499845968,1513.8703270642382,1720.207970901596,1836.6820381968057,1971.3427932297145,1867.865356237473,1613.1257324976646,1878.807020640405
1882.8748453954108,1471.064102377612,1664.3075863337076,1374.2029572594085,1375.7787419399278,1247.9081288751954,1284.628959096086,1215.9908549124527,1133.1086699919865,1374.025544435418
1903.2219144336495,1670.2142226011756,1767.5981598471642,1883.8213405410334,1926.8301698832238,1656.0324083004857,1757.1209415595717,1924.1295045668742,1918.072027364508,1810.8095792259912
2826.406734382561,2920.207417396531,2846.1480461002725,2909.737875384011,2875.8431754897265,2893.0658923437086,2940.4182067505544,2846.769392148555,2814.2212193246396,2859.0484332784517
2379.8592488460845,2172.9294907105345,2298.6228571793927,2512.812064155947,2129.8241143455116,2337.5045277457834,2061.994360492624,2121.7054872126037,2304.17845217357,2378.2979710357204
2964.8471353234618,3072.0045846431453,3367.441225847987,3333.209049442483,3487.477666769178,3290.0633153524677,3000.7384221698817,2788.6667014502627,2754.7188517046206,2809.8698476593368
1176.3018508118553,1280.4592351265762,1431.1978030220953,1296.5369211946324,1486.721675035716,1418.014344349665,1213.483793179712,1429.7573391036503,1575.6516651490488,1860.4635914877133
1927.242553094051,1820.6224957459503,1843.1847596592497,2095.61112742569,2261.41527006512,2533.7815562076667,2789.0320273605594,3032.0121217205947,2804.20801285384,2972.452836118445
2556.4814355546787,2360.8684945346895,2374.350334018604,2364.1964106477626,2424.1661976323894,2486.5371644114666,2201.0552637418873,2204.336225770192,2305.8653244786906,2237.6651858958603
2438.5863346168826,2014.8852508221134,2206.446909632985,2714.867639101014,2577.0641391121535,2511.7383329142936,2729.7692640649047,1910.2165510462958,2331.3747411901413,2294.5398520726035
2816.7727099271433,2803.6412715130355,2685.5308470568334,2591.251614366793,2636.999700342766,2440.0957357826715,2666.366550815226,2752.90225448797,2744.1656980209113,2721.3077456296833
3263.9670693596204,3242.44678086644,3470.184723965922,3437.794372076197,3404.3920675609565,3336.717502873267,3351.48092204526,3363.945069114492,3391.5782164393268,3291.8394492836387
1605.349030770143,1623.5128389808099,1725.6830899398606,1894.1875422672908,1777.6791869808949,1800.2005042684846,1559.1377182354959,1427.7175180017716,1722.638901055279,1455.0862478032145
2196.8845171147827,2255.206988752954,2547.9827492431114,2599.24757733732,2935.7113780225836,2293.2169782438823,2264.862398628574,2241.102348355641,2616.9510542908997,2451.299866921374
3730.2786922058162,3788.92861486696,4064.523566361763,3855.698903827941,3754.8575960387034,3741.836205889367,3766.2167293249854,4447.503447175316,2556.527804147584,2580.7204829530847
